ISO3_code,Location,Time,n_male_dependent,n_male_working,n_female_dependent,n_female_working,n_total_dependent,n_total_working,r_male_dependent,r_male_working,r_female_dependent,r_female_working,r_total_dependent,r_total_working,time_period
IND,India,2099,333351254,444321935,337505371,425288667,670856625,869610602,0.7502471243063884,1.3328941459449257,0.7935912644481542,1.2600945156514265,0.7714448552686805,1.296268933768076,projected
IND,India,2100,332761821,441327604,336952191,422358082,669714012,863685686,0.7540018298968673,1.3262567282320528,0.7977879561447577,1.2534659019326573,0.7754140457064377,1.2896335906437628,projected
IND,India,2101,332135189,438351024,336372328,419441999,668507517,857793023,0.75769228498483,1.31979699386806,0.8019519475921627,1.246957505374818,0.7793342905284973,1.2831464137448136,NA
ITA,Italy,1950,8010102,14532218,8104509,15745112,16114606,30277336,0.551196107848093,1.814236323083027,0.5147317465890366,1.9427595181891955,0.5322332849891417,1.8788753507221958,observed
ITA,Italy,1951,8043370,14705086,8150692,15851612,16194058,30556705,0.5469787799948943,1.82822448799446,0.5141869483053206,1.944817936930999,0.529967416316648,1.8869084574107369,observed
ITA,Italy,1952,8047552,14846845,8179818,15942278,16227361,30789125,0.5420378538335923,1.8448896012104052,0.513089660084964,1.948977104380562,0.5270484627283173,1.8973587264127543,observed
ITA,Italy,1953,8042835,15031672,8216728.999999999,16120916,16259565,31152582,0.5350592402495211,1.8689519305070912,0.5096936799372939,1.961962722635735,0.5219331418500078,1.91595420910707,observed
ITA,Italy,1954,8043212,15223212,8260870.000000001,16306487,16304077,31529689,0.5283518353419764,1.8926781987096697,0.506600226032744,1.9739430592661544,0.5171023729412618,1.9338530479216947,observed
ITA,Italy,1955,8043678,15356353,8298603.999999999,16432098.000000002,16342280.999999998,31788446,0.5238013218372878,1.9091208026974724,0.5050240084984886,1.9801038825325323,0.5140949953954969,1.945165794175244,observed
ITA,Italy,1956,8062550,15458569,8346651,16535669.000000002,16409200,31994241,0.5215586255105502,1.9173300010542569,0.5047664536584519,1.981114221739953,0.5128798023369269,1.9497745776759379,observed
ITA,Italy,1957,8111600,15521577,8420401,16606683,16532001,32128254,0.522601537202051,1.9135037477193153,0.5070489392734238,1.9721962172585368,0.5145626961241031,1.943397777437831,observed
ITA,Italy,1958,8179396,15572223,8514534,16664314.999999998,16693929,32236542,0.5252555142576625,1.9038353198695845,0.5109441342173381,1.9571611317777344,0.5178573123630941,1.9310338506890738,observed
ITA,Italy,1959,8260816.000000001,15622277,8626825,16714762.999999998,16887640,32337033,0.5287843763108285,1.8911300045903454,0.5161200909638983,1.937533565361532,0.5222383884136804,1.914834340381486,observed
ITA,Italy,1960,8347153,15667160,8747337,16756058,17094480,32423228,0.5327802230908474,1.8769465469244424,0.5220402674662501,1.915561044464161,0.5272294294695149,1.8967074751615727,observed
ITA,Italy,1961,8402106,15745862,8837820,16826947,17239917,32572808,0.5336072423345257,1.8740375329709003,0.5252182704325389,1.9039703229982055,0.529273282180646,1.8893831101391032,observed
ITA,Italy,1962,8422779,15895054,8898334,16946079,17321112,32841131.999999996,0.5298993636636906,1.8871507847944247,0.5250969265515639,1.9044103087162159,0.5274212837730442,1.8960175305142069,observed
ITA,Italy,1963,8444729,16071891,8959987,17078526,17404712,33150415.999999996,0.5254346859370811,1.9031861176362204,0.5246346786602074,1.9060882566012656,0.5250224310910608,1.9046805255955972,observed
ITA,Italy,1964,8511775,16229178,9058814,17198010,17570585,33427196.000000004,0.5244735746936783,1.906673754886613,0.5267361747085856,1.8984836204827693,0.5256374181071005,1.9024520811344645,observed
ITA,Italy,1965,8614341,16357971,9187788,17292752,17802134,33650724,0.5266142726380919,1.8989230865135243,0.5313086083695643,1.8821452998262476,0.5290267751742875,1.8902634931295315,observed
ITA,Italy,1966,8726718,16463919.000000002,9326203,17365727,18052917,33829653,0.5300510771463344,1.8866106364385786,0.5370465054529534,1.8620361362496614,0.5336418023560573,1.8739161654595762,observed
ITA,Italy,1967,8853681,16546086,9473753,17420935,18327421,33967020,0.5350921662077667,1.868836927826968,0.543814267144674,1.8388631200327896,0.5395651723348118,1.8533442321208204,observed
ITA,Italy,1968,8976863,16609859,9608666,17465685,18585529,34075544,0.5404538954846034,1.8502965902453898,0.5501453850793713,1.817701333358866,0.5454213438235938,1.8334449344971566,observed
ITA,Italy,1969,9095365,16663580.000000002,9738908,17503647,18834273,34167235,0.5458229864170844,1.8320957982444908,0.5563930762543371,1.7972905175816427,0.5512378452631593,1.8140989567263892,observed
ITA,Italy,1970,9209507,16713147,9865089,17536297,19074595,34249441,0.5510336862351536,1.814771083837604,0.562552573100239,1.7776116363471226,0.5569315715255032,1.7955527233998938,observed
ITA,Italy,1971,9313389,16768632.000000002,9981344.000000002,17572741,19294733,34341366,0.5554054141089146,1.8004865897902473,0.5680015428441131,1.7605585981206535,0.5618510632337689,1.779831107276789,observed
ITA,Italy,1972,9415601,16842404,10108511,17628910,19524114,34471314,0.5590413933782851,1.7887763085967638,0.573405332490778,1.7439670392602826,0.5663872865420797,1.765576353426332,observed
ITA,Italy,1973,9511399,16929217,10240885,17698083,19752286,34627301,0.561833367721614,1.7798871648639703,0.5786437435060058,1.728179058743458,0.5704252260376863,1.7530781500429875,observed
ITA,Italy,1974,9596113,17020201,10364403,17769957,19960523,34790161,0.563807266435925,1.7736557499896053,0.5832542532320141,1.7145181444604187,0.5737404607009436,1.742948368637435,observed
ITA,Italy,1975,9650575,17126275,10460262,17856880,20110832,34983158,0.5634952726147396,1.7746377806503757,0.5857832947300984,1.7071159403081873,0.5748718283237894,1.73951818602035,observed
ITA,Italy,1976,9671608,17240412,10524284,17952598,20195895,35193008,0.560984737487712,1.7825796909883032,0.586226238675873,1.7058260685477509,0.5738610067090599,1.7425822425794946,observed
ITA,Italy,1977,9673496,17355205,10570684,18050293,20244174,35405498,0.5573829868330566,1.7940985348006557,0.5856239563535062,1.707580417691041,0.5717805183816367,1.7489228258954899,observed
ITA,Italy,1978,9649497,17477703,10595010,18154812,20244504,35632514,0.5521032712365005,1.8112553431541563,0.583592383110329,1.7135247630724275,0.5681469457922615,1.7601080273441128,observed
ITA,Italy,1979,9586828,17621677,10583253,18278931,20170079,35900601,0.5440360755676091,1.83811339892611,0.5789864297862933,1.7271561966816817,0.561831235081552,1.7798939210897489,observed
ITA,Italy,1980,9484434,17874838,10516398,18453809,20000833,36328646,0.5306025151109062,1.8846499432649328,0.5698768205523315,1.7547651772023085,0.5505526685470193,1.81635664874558,observed
ITA,Italy,1981,9336486,18147899,10395804,18652732,19732280,36800627,0.5144664955430929,1.9437611752430197,0.5573341213501594,1.7942558362970291,0.5361941251707477,1.8649961889857636,observed
ITA,Italy,1982,9148423,18352729,10237780,18846917,19386197,37199643,0.4984775288732265,2.0061084844896215,0.543207146293476,1.840918343625278,0.5211393292134552,1.9188726391256623,observed
ITA,Italy,1983,8939577,18565423,10052532,19049988,18992105,37615410,0.4815175501253055,2.0767675025339565,0.5276923009085359,1.8950437561402442,0.5049022461804882,1.9805814047468675,observed
ITA,Italy,1984,8739737,18764838,9879651,19236007,18619386,38000849,0.4657507301688402,2.1470712448212117,0.5136019653143191,1.9470330480297333,0.4899728950792651,2.0409292229077804,observed
ITA,Italy,1985,8610038,18895686,9791967,19338777,18402009,38234460,0.4556615726997157,2.1946112200666246,0.5063384825214128,1.9749634572910633,0.48129381191731235,2.077732925790874,observed
ITA,Italy,1986,8520112,18980907,9754544,19383494,18274652,38364402,0.44887802253074627,2.227776700587974,0.5032397151927305,1.9871245647156852,0.47634398159001673,2.0993232593430506,observed
ITA,Italy,1987,8427223,19070463,9715396,19431441,18142623,38501907,0.44189923443389917,2.2629593402239383,0.49998330026064464,2.000066801188546,0.4712136206655946,2.122179742146436,observed
ITA,Italy,1988,8352466,19152220,9688057,19478150,18040512,38630367,0.43610954761380144,2.2930018511898163,0.4973807574127933,2.0105321428228593,0.467003381044762,2.141312120188163,observed
ITA,Italy,1989,8287781.999999999,19230555,9662677,19530506,17950458,38761067,0.43096946499984007,2.3203500043799417,0.49474790873313773,2.021231383394064,0.4631053629148031,2.159335823074821,observed
ITA,Italy,1990,8231901,19301780,9643269,19579617,17875169,38881391,0.42648403411498836,2.3447536601812873,0.4925157116198954,2.030392079698285,0.4597358412408651,2.175162148117313,observed
ITA,Italy,1991,8127709,19416954.999999996,9577888,19671938.000000004,17705596,39088894,0.41858823899009917,2.3889825533862,0.48688075369086664,2.053891003945755,0.4529572005797862,2.2077141034958663,observed
ITA,Italy,1992,8059682,19496318,9546844,19730350,17606522,39226664,0.41339508311261647,2.4189934540841684,0.48386592229737435,2.0666882165456983,0.4488406661346476,2.2279621154024625,observed
ITA,Italy,1993,8082871,19484081,9599609,19702886,17682481,39186976,0.41484486745872184,2.4105396461232647,0.48721842069227833,2.0524675536264025,0.4512336190473079,2.216146930965174,observed
ITA,Italy,1994,8108175,19457659,9652690,19665294,17760863,39122956,0.4167086595566301,2.3997581453286343,0.490849005359391,2.0372863937410193,0.4539754869238409,2.202762106773753,observed
ITA,Italy,1995,8153219,19404318,9726166,19601424,17879385,39005740,0.42017549908221463,2.3799579037432945,0.49619690895926744,2.015328959016328,0.4583783053468541,2.1816041211708344,observed
ITA,Italy,1996,8212577.999999999,19343601,9812026,19530779,18024594,38874377,0.42456303766811565,2.355362834910061,0.5023878463833932,1.9904940121438732,0.46366258165372015,2.1567407842861814,observed
ITA,Italy,1997,8268052,19294014,9888837,19474895,18156892,38768915,0.42852938740481894,2.333562246584806,0.507773572078309,1.9693817382165366,0.468336346271233,2.135217580189385,observed
ITA,Italy,1998,8320152,19240579,9959847,19418154,18279995,38658740,0.43242731936497336,2.31252734325046,0.5129142038939438,1.9496438047692901,0.47285542674179243,2.1148113005501368,observed
ITA,Italy,1999,8377294,19179157,10034601,19354016,18411893,38533169,0.43679156492644594,2.2894215005465965,0.518476423704517,1.9287280082187621,0.4778193301464512,2.092841241256399,observed
ITA,Italy,2000,8444617,19117405,10116944,19287431,18561560,38404842,0.44172402059798394,2.2638569635544155,0.5245355900430699,1.9064483306421387,0.4833130155827748,2.0690524934326637,observed
ITA,Italy,2001,8511032,19062888,10196770,19224300,18707805,38287188,0.44647127969277267,2.2397857275122455,0.5304104700821357,1.8853323160177191,0.48861788961884584,2.046589003894364,observed
ITA,Italy,2002,8597844.000000002,19034048,10293203,19182483,18891050,38216526,0.45170864337423133,2.213816393970395,0.5365938809902764,1.8636067898398585,0.49431625470091134,2.0229963924715673,observed
ITA,Italy,2003,8715507,19080825,10410425,19218417,19125939,38299238,0.45676782843509123,2.189296044395352,0.5416900361772772,1.8460741996604368,0.4993817109363899,2.002476218291818,observed
ITA,Italy,2004,8853142,19169319,10547842,19290362,19400982,38459680,0.46183915036314016,2.1652560187106453,0.546793367589473,1.828844421446586,0.5044499070195072,1.9823573878889222,observed
ITA,Italy,2005,8996901,19200668,10693618,19308696,19690511,38509363,0.46857229133903044,2.1341424119260624,0.5538239350808568,1.8056279923221494,0.5113174943974015,1.9557320274725223,observed
ITA,Italy,2006,9113910,19196418,10809321,19310254,19923239,38506665,0.47477138703689403,2.1062768888435373,0.5597710418516504,1.7864446804753047,0.5173971570895585,1.932751245919401,observed
ITA,Italy,2007,9214120,19259882,10904774,19399716,20118891,38659591,0.47840999233536324,2.090257344163089,0.5621099814038515,1.7790112844154313,0.5204113773474738,1.9215567597637464,observed
ITA,Italy,2008,9316919,19366320,10997265,19543722,20314183,38910044,0.4810887664770591,2.078618478919909,0.562700646274031,1.7771438625876528,0.5220806997802419,1.9154126946675631,observed
ITA,Italy,2009,9413849,19426840,11080240,19641918,20494086,39068757,0.48457953017577743,2.0636447429738887,0.564111916158086,1.772697883800351,0.5245645772656653,1.906342981092204,observed
ITA,Italy,2010,9492151,19463990,11142792,19723515,20634942,39187511,0.48767755223877524,2.050535226420229,0.5649496045709905,1.7700693865594908,0.5265693450140275,1.8990851052549602,observed
ITA,Italy,2011,9592205,19456253,11230983,19746512,20823185,39202767,0.4930139940100491,2.0283399906486568,0.5687578140382464,1.7582176021457783,0.5311662056915524,1.8826498924155934,observed
ITA,Italy,2012,9717321,19420978,11346786,19705068,21064109,39126041,0.5003517845496761,1.9985938511241936,0.5758308471708903,1.7366211013409436,0.5383654584423709,1.8574742943079148,observed
ITA,Italy,2013,9827097,19388495,11449517,19647497,21276611,39035988,0.5068519758753839,1.9729626155109692,0.5827468506548188,1.7160109898085656,0.5450511717546384,1.8346901205271835,observed
ITA,Italy,2014,9912993,19321112,11529849,19558836,21442841,38879951,0.5130653453072473,1.949069468726549,0.5894956632388554,1.6963653210029028,0.5515140952723937,1.8131902857461846,observed
ITA,Italy,2015,9962485,19248332,11566500,19455585,21528993,38703914,0.5175765359824426,1.9320814033847977,0.5945079523437615,1.6820632862144986,0.5562484714078272,1.7977577492825605,observed
ITA,Italy,2016,9986657,19199822,11577661,19354488,21564317,38554310,0.5201432075776535,1.9225474550692991,0.5981899908693011,1.6717096829834628,0.5593231210725856,1.7878753127214742,observed
ITA,Italy,2017,9997686,19170322,11576818,19259210,21574497,38429529,0.5215189395358095,1.9174759039241682,0.6011055489815003,1.6636013453783243,0.5614041483568534,1.7812479706942879,observed
ITA,Italy,2018,10002194,19141819,11564573,19168848,21566764,38310667,0.5225310092003272,1.9137620206126775,0.6033003652592999,1.657549137352499,0.5629441011820545,1.7763753060032559,observed
ITA,Italy,2019,10012536,19077722,11562275,19075399,21574808,38153127,0.524828698101377,1.9053836111051188,0.6061354208108569,1.6497963419828712,0.5654794166674727,1.768410963379141,observed
ITA,Italy,2020,10006438,18981477,11550667,18961995,21557104,37943474,0.5271685654388223,1.8969264587458592,0.609148299005458,1.641636366107689,0.5681373297553092,1.760137818141064,observed
ITA,Italy,2021,9990149,18883108,11533177,18833899,21523327,37717010,0.5290521560327887,1.8901728092343768,0.6123626870888497,1.6330191585544904,0.5706530554781516,1.7523782452406174,observed
ITA,Italy,2022,9987074,18832954,11530484,18768888,21517558,37601842,0.5302977960865831,1.8857328983444,0.6143402848373329,1.6277623732013329,0.5722474446863535,1.747495789252665,projected
ITA,Italy,2023,10011355,18746368,11549348,18648477,21560703,37394845,0.5340423809027968,1.8725105642542892,0.6193185641915959,1.6146779021638278,0.5765688559479255,1.7343982243992693,projected
ITA,Italy,2024,10034446,18657540,11567357,18526634,21601803,37184174,0.5378225639607365,1.8593492854513345,0.6243636593673736,1.6016306923007562,0.58094077873022,1.7213458524735181,projected
ITA,Italy,2025,10073258,18548551,11602409,18385293,21675667,36933844,0.5430751976259494,1.8413656237137974,0.6310701167503829,1.5846099719463433,0.5868781760165556,1.7039311408502444,projected
ITA,Italy,2026,10121353,18427126,11649346,18230350,21770699,36657476,0.5492637864417923,1.8206188441406996,0.6390083569432293,1.5649247605831262,0.5938951988947629,1.6837987608941725,projected
ITA,Italy,2027,10186114,18285115,11713870,18055705,21899984,36340820,0.5570713665186136,1.7951021361041122,0.6487628148554708,1.54139537146989,0.6026276787370236,1.659399385862565,projected
ITA,Italy,2028,10260418,18130701,11788177,17870113,22048595,36000814,0.5659140261592753,1.7670528627586128,0.6596587833552031,1.5159352459672095,0.6124471241122493,1.6327940170337383,projected
ITA,Italy,2029,10355892,17950449,11883715,17660608,22239607,35611057,0.5769154855123679,1.7333561416051848,0.6728938777192722,1.4861184402352294,0.6245140940354564,1.6012448871061435,projected
ITA,Italy,2030,10481567,17736733,12008596,17420291,22490163,35157024,0.5909525164527198,1.6921833348009894,0.6893453157585024,1.4506517664512988,0.6397061082303213,1.5632178388391402,projected
ITA,Italy,2031,10606767,17521681,12131771,17181110,22738538,34702791,0.6053509934349335,1.6519341850348934,0.7061110137819966,1.41620790567181,0.6552365773692381,1.5261663260848168,projected
ITA,Italy,2032,10734809,17300251,12257812,16936843,22992621,34237094,0.6205001881186579,1.6116030569337565,0.7237365310642603,1.3817182870809244,0.6715704609742872,1.4890470294795881,projected
ITA,Italy,2033,10861012,17078883,12386865,16689233,23247877,33768116,0.6359322210943186,1.5724946257310093,0.7422069666113476,1.3473330822609273,0.68845644216574,1.4525247187087234,projected
ITA,Italy,2034,10992963,16848882,12520028,16436042.000000002,23512991,33284924,0.65244465478481,1.532697053560537,0.7617422734743559,1.3127799714185944,0.7064156433104669,1.4155971905063036,projected
ITA,Italy,2035,11136877,16604696,12663583,16171100,23800460,32775796.000000004,0.670706467616149,1.4909651960778592,0.7830996654525666,1.276976666082577,0.7261596331634478,1.3771076693475675,projected
ITA,Italy,2036,11266841,16370735,12793928,15917212,24060769,32287947,0.6882306139583837,1.453001333736759,0.8037794558494289,1.2441223680483429,0.7451935237629076,1.341933293985741,projected
ITA,Italy,2037,11396016,16134397,12925282,15660175,24321298,31794572,0.7063180607245501,1.415792764769723,0.8253599975734626,1.211592520766665,0.7649512627501323,1.307272827297293,projected
ITA,Italy,2038,11520553,15900119,13048401,15408948,24568954,31309067,0.72455765897098,1.3801524110865164,0.8468067385262121,1.1809069938914354,0.7847232879855539,1.2743345524599865,projected
ITA,Italy,2039,11637177,15671139,13165851,15161504,24803028,30832643,0.7425865471552514,1.3466443794745064,0.8683736784952205,1.151577972437938,0.8044405405011824,1.2430999553764162,projected
ITA,Italy,2040,11754044,15437954,13282284,14911787,25036328,30349741,0.7613731716003299,1.3134163867346422,0.8907238280697007,1.1226824392551764,0.8249272374350741,1.2122281270640005,projected
ITA,Italy,2041,11850613,15222075,13378228,14679959,25228841,29902034,0.7785149527906017,1.2844968441716897,0.9113259784989862,1.0973021987665332,0.8437165511884577,1.1852321713867078,projected
ITA,Italy,2042,11923943,15024838,13450274,14468194,25374217,29493032,0.7936154120264058,1.2600561743711791,0.9296442942360325,1.075680242647845,0.8603461658333399,1.162322841331419,projected
ITA,Italy,2043,11975307,14845119,13500704,14274831,25476011,29119950,0.8066831259486704,1.2396441277037824,0.9457697958035369,1.0573397505789328,0.8748645172811079,1.1430341272815434,projected
ITA,Italy,2044,12013410,14675084,13535330,14093648,25548740,28768732,0.8186263192769458,1.22155857495915,0.9603851323660134,1.0412489388880803,0.8880732039215354,1.1260332994895246,projected
ITA,Italy,2045,12026630,14524404,13545470,13931367,25572100,28455771,0.8280291569967345,1.2076869413958857,0.9723001339351695,1.0284890077642195,0.8986612943996491,1.112766296080494,projected
ITA,Italy,2046,12025562,14383453,13537361,13782682,25562923,28166135,0.8360691970140967,1.1960732479696168,0.9822007792097358,1.018121774251274,0.9075765276279475,1.1018354591139674,projected
ITA,Italy,2047,12009863,14252073,13517302,13640735,25527165,27892808,0.8426748164986244,1.1866973836420949,0.990951147427173,1.0091314820072823,0.915188065683455,1.0926715912244858,projected
ITA,Italy,2048,11986878.999999998,14122975,13488893,13502727,25475772,27625702,0.8487502810137382,1.1782028499662007,0.9989754662150837,1.0010255845309175,0.9221764572715654,1.084391161924357,projected
ITA,Italy,2049,11947871,14003954,13442490,13376483,25390361,27380437,0.8531783951875306,1.1720878138038149,1.0049345556675846,0.995089674606416,0.9273175954058,1.0783791927968256,projected
ITA,Italy,2050,11897764,13890225,13384303,13255880,25282067,27146105,0.8565566072543821,1.1674651640425884,1.0096880026071449,0.9904049542213741,0.9313331323222982,1.073729651930754,projected
ITA,Italy,2051,11836047,13781587,13314955,13140206,25151002,26921793,0.8588304815693578,1.164374136060798,1.0132988021648976,0.9868757348410115,0.9342246261235275,1.0704063798332966,projected
ITA,Italy,2052,11761086,13680567,13230504,13034370,24991590,26714936.999999996,0.8596928767645377,1.1632061018854891,1.0150474476326818,0.9851756214275738,0.9354912571944303,1.0689570771607568,projected
ITA,Italy,2053,11680277,13580306,13137221,12930131,24817498,26510436.999999996,0.8600893823747418,1.1626698579151848,1.0160160790327646,0.9842363921563015,0.9361406603746291,1.0682155388911485,projected
ITA,Italy,2054,11602041,13472424,13044341,12820447,24646382,26292871,0.8611695267310471,1.1612115488990256,1.0174638216592604,0.9828359286222278,0.9373788811423447,1.066804490817354,projected
ITA,Italy,2055,11513757,13369650,12939903,12715998,24453660,26085648,0.8611861193075361,1.1611891756965167,1.0176081342573349,0.9826965472615984,0.9374373218560642,1.0667379852341123,projected
ITA,Italy,2056,11426215,13262966,12830569,12612359,24256784,25875325,0.8615128018876019,1.1607488569049331,1.0173012836060247,0.9829929600160368,0.9374484764925658,1.066725292190424,projected
ITA,Italy,2057,11331008,13160154,12712970,12512556,24043978,25672710,0.8610087693502675,1.1614283565945767,1.0160170312124877,0.9842354697604101,0.9365578468342454,1.067739705967124,projected
ITA,Italy,2058,11238578,13053314,12593316,12410812,23831894,25464126,0.8609750749886197,1.1614738092310255,1.0147052424934002,0.9855078678244872,0.9359007255933308,1.0684893949259762,projected
ITA,Italy,2059,11133874,12956834,12460029,12320385,23593903.000000004,25277219,0.859305135807096,1.1637309709091375,1.011334386060176,0.9887926424569317,0.9334058070233122,1.0713453810503502,projected
ITA,Italy,2060,11029404,12860799,12321893,12233324,23351297,25094123,0.8575986608608066,1.1660465968968041,1.0072399782757326,0.9928120622375151,0.9305484395688982,1.0746350834388343,projected
ITA,Italy,2061,10927650,12763278,12181022,12148905,23108672,24912183,0.8561789534005292,1.1679801238143608,1.002643612737115,0.9973633575245164,0.9276052604462643,1.0780447703788432,projected
ITA,Italy,2062,10832150,12660900,12043160,12061698,22875310,24722598,0.8555592414441311,1.1688261333161007,0.9984630687984395,1.0015392969951409,0.9252793739557632,1.0807546651826794,projected
ITA,Italy,2063,10741890,12555148,11906613,11973317,22648503,24528465,0.8555765332276449,1.1688025105451647,0.9944289456296863,1.0056022648926275,0.9233559050678467,1.0830060158942956,projected
ITA,Italy,2064,10662014,12442390,11776067,11882054,22438081,24324444,0.8569104488767832,1.1669830859347963,0.9910800775690801,1.0090002035484344,0.92244990265759,1.0840697116656277,projected
ITA,Italy,2065,10584679,12330567,11651554,11787536,22236233,24118103,0.8584097552042821,1.164944822606335,0.9884639164622699,1.0116707179145374,0.9219727189986708,1.084630791555386,projected
ITA,Italy,2066,10516705,12214159,11538050,11685566,22054755,23899725,0.8610257161381312,1.1614054972541303,0.9873762212288218,1.012785176004611,0.9228037142686789,1.083654069156515,projected
ITA,Italy,2067,10446701,12104483,11426730,11585890,21873431,23690373,0.8630439647856089,1.1586895231327095,0.9862626004562446,1.0139287442689202,0.9233046267359319,1.0830661636942096,projected
ITA,Italy,2068,10379032,11997130,11320669,11485699,21699701,23482829,0.8651262426930441,1.15590066588098,0.9856316972959155,1.0145777603779425,0.9240667297794486,1.0821729294795353,projected
ITA,Italy,2069,10320969,11886148,11225216,11381149,21546185,23267297,0.8683190719146354,1.1516503925164392,0.9862990107589313,1.0138913139845147,0.9260287088783885,1.0798801272707905,projected
ITA,Italy,2070,10273331,11770243,11140918,11270903,21414249,23041146,0.872822336803072,1.1457085340674802,0.9884672062211873,1.0116673509310454,0.9293916630709254,1.0759726385921822,projected
ITA,Italy,2071,10230949,11654776,11061761,11162643,21292710,22817419,0.8778331732844973,1.1391686147590023,0.9909625345897025,1.0091198860651571,0.9331778497822211,1.0716070899382935,projected
ITA,Italy,2072,10198410,11535539,10993838,11050238,21192248,22585777,0.8840861272282118,1.1311115164030472,0.9948960375333092,1.00513014654209,0.9383005951046095,1.0657565445628987,projected
ITA,Italy,2073,10171634,11415524,10934304,10936357,21105938.000000004,22351881,0.891035225365038,1.1222900863322451,0.9998122775253222,1.0001877577210219,0.9442578009430168,1.0590328181576198,projected
ITA,Italy,2074,10150477,11294457,10883914,10819995,21034391,22114452,0.8987131475200623,1.1127020927193865,1.0059074888666768,0.9941272046067251,0.9511603995432488,1.0513473862875327,projected
ITA,Italy,2075,10132336,11175384,10837592,10706279,20969928,21881663,0.9066655785608798,1.102942500130276,1.0122650455868,0.9878835630645627,0.958333377129517,1.0434782131822293,projected
ITA,Italy,2076,10115359,11060169,10793795,10596872,20909154,21657041,0.9145754463607202,1.0934035064894878,1.0185831252845179,0.9817559069817426,0.9654667966875068,1.035768400768391,projected
ITA,Italy,2077,10093597,10952784,10748346,10494196,20841943,21446980,0.921555378066435,1.0851219837685218,1.0242181487748085,0.9763545014274755,0.9717891749794143,1.029029779037396,projected
ITA,Italy,2078,10071503,10848885,10705993,10394573,20777496,21243458,0.9283445257277592,1.0771862948360338,1.0299598646332082,0.9709116193145279,0.9780656237793302,1.022426282743599,projected
ITA,Italy,2079,10040442,10755997,10657325,10305401,20697767,21061398,0.9334738564914068,1.0712672808627348,1.034149471718762,0.9669782051312125,0.98273471685023,1.0175686101790595,projected
ITA,Italy,2080,10009082,10666520,10610441,10219789,20619523,20886309,0.9383643400096752,1.0656841456589126,1.0382250553313772,0.9631823031672293,0.9872267522231908,1.0129385146300427,projected
ITA,Italy,2081,9972221,10584494,10560322,10140669,20532543,20725163,0.9421537770251464,1.0613978571072584,1.0413831671263503,0.9602613443037059,0.9907059838323106,1.0093812052408706,projected
ITA,Italy,2082,9930333,10508433,10508048,10066769,20438381,20575202,0.9449870404084034,1.058215570414406,1.043835216642003,0.9580056162666938,0.9933501989433688,1.006694316932442,projected
ITA,Italy,2083,9883693,10438376,10451967,9999452,20335660,20437828,0.9468611784055296,1.0561210268267136,1.0452539799180995,0.956705278537523,0.9950010343564883,1.0050240808510764,projected
ITA,Italy,2084,9827284,10378737,10389169,9942213,20216453,20320950,0.9468670417219359,1.0561144869732064,1.0449553836756464,0.9569786572920317,0.9948576715163415,1.005168908710148,projected
ITA,Italy,2085,9761774,10329508,10319536,9893730,20081310,20223238,0.9450376532938451,1.0581588961186768,1.043037964448191,0.9587378734857845,0.9929819349403889,1.0070676664022418,projected
ITA,Italy,2086,9694187,10282044,10247802,9848190,19941989,20130234,0.9428268348200027,1.0606401547649122,1.0405772025113242,0.9610051013866194,0.99064864322988,1.009439630119142,projected
ITA,Italy,2087,9627131,10233906,10178796,9802047,19805927,20035953,0.9407093440178167,1.0630276039663324,1.0384357471454686,0.9629868797842103,0.9885193382116637,1.0116139981733752,projected
ITA,Italy,2088,9559133,10186499,10109667,9756634,19668800,19943133,0.9384120098573612,1.0656300105877803,1.0361838929286473,0.9650796608829946,0.9862442375528457,1.0139476226307655,projected
ITA,Italy,2089,9491589,10138778,10042394,9710914,19533983,19849692,0.9361669621329118,1.068185527207299,1.0341347889601329,0.966991934393333,0.9840950176959925,1.016162039252312,projected
ITA,Italy,2090,9423551,10092180,9975504,9666183,19399055,19758363,0.9337478126628735,1.0709529772800084,1.0320003252576535,0.9689919426627467,0.9818148902315439,1.0185219331560222,projected
ITA,Italy,2091,9355702,10045695,9909897,9621575,19265599.000000004,19667270,0.9313145581266403,1.0737510664619287,1.0299661957631676,0.9709056511889074,0.9795766773934563,1.0208491311378378,projected
ITA,Italy,2092,9289279,9997879,9846527,9575723,19135806,19573602,0.9291249674055867,1.076281485355322,1.0282802666702033,0.9724975110513585,0.9776333451553783,1.0228783673914754,projected
ITA,Italy,2093,9224272,9948980,9784799,9528777,19009071,19477757,0.9271575578602029,1.0785653328522835,1.026868295899883,0.9738347205701416,0.9759373730763762,1.0246559129586081,projected
ITA,Italy,2094,9159882,9900210,9724139,9481974,18884021,19382184,0.9252209801610269,1.0808228752291786,1.0255395131857563,0.9750965098298164,0.9742978913005882,1.0263801337649434,projected
ITA,Italy,2095,9096462,9851227,9663876,9434919,18760338,19286146,0.9233836556603557,1.0829734681461871,1.02426698098839,0.9763079534547008,0.9727364917801617,1.0280276400137354,projected
ITA,Italy,2096,9035971,9800410,9606336,9386101,18642307,19186511,0.9219992837034369,1.084599541100785,1.023463949514287,0.9770739853363448,0.9716361145598593,1.0291918805971814,projected
ITA,Italy,2097,8977820,9748058,9550759,9335843,18528579,19083900.999999996,0.9209854927001871,1.0857934331496955,1.0230205242311807,0.9774974952252486,0.9709010228045096,1.0299711057172811,projected
