ISO3_code,Location,Time,n_male_dependent,n_male_working,n_female_dependent,n_female_working,n_total_dependent,n_total_working,r_male_dependent,r_male_working,r_female_dependent,r_female_working,r_total_dependent,r_total_working,time_period
MYS,Malaysia,2094,8653086,11573629,8867376,11069297,17520462,22642926,0.7476553810390845,1.3375146161727738,0.8010785147421737,1.2483170895200564,0.7737719939551982,1.2923703724251108,projected
MYS,Malaysia,2095,8656155,11520405,8865206,11017069,17521361,22537474,0.7513759281900246,1.3308917180896136,0.8046791755593071,1.2427313025777404,0.7774323333661972,1.286285580212633,projected
MYS,Malaysia,2096,8657988,11467790,8862137,10965426,17520125,22433216,0.7549831310130373,1.3245329053355124,0.8081890297741283,1.2373342908149578,0.7809903403952425,1.2804255677399563,projected
MYS,Malaysia,2097,8658422,11415810,8858271,10914396,17516693,22330206,0.7584588391012115,1.3184631102526534,0.8116134873610963,1.2321135806298995,0.7844393822430479,1.2747957619626034,projected
MYS,Malaysia,2098,8656238,11366066,8852254,10865540,17508492,22231606,0.7615861107968227,1.313049155995942,0.8147090710631961,1.2274320190089438,0.787549581438246,1.2697613249616244,projected
MYS,Malaysia,2099,8651921,11318560,8844513,10818921,17496434,22137481,0.7644012135819398,1.3082135169750162,0.817504167005194,1.2232353550726873,0.7903534281971829,1.2652567374586157,projected
MYS,Malaysia,2100,8646221,11272175,8835905,10773441,17482126,22045616,0.7670410546323136,1.3037111820296983,0.8201562527701224,1.2192798587128313,0.7929978459209305,1.2610374733599334,projected
MYS,Malaysia,2101,8638873,11227001,8826158,10729175,17465031,21956176,0.7694728984169503,1.2995909304373383,0.8226315630046113,1.215611028037341,0.7954495810199371,1.2571507030248044,NA
SGP,Singapore,1950,215471,303287,216181,271787,431636,575076,0.710452475707828,1.407553684718593,0.7954059612858599,1.2572196446496222,0.750572098296573,1.3323170449174768,observed
SGP,Singapore,1951,225562,312811,225092,285494,450641,598301,0.7210807804073387,1.3868071749674145,0.7884298794370459,1.2683436106125496,0.7532011479171855,1.3276665904788956,observed
SGP,Singapore,1952,237281,323148,235327,300501.00000000006,472594.99999999994,623646,0.7342796489534207,1.3618789536456775,0.7831155303975693,1.2769507961262414,0.7577936842375322,1.3196203937832605,observed
SGP,Singapore,1953,250947,334136,247321,316362,498262,650495,0.7510325137069935,1.3315002769509101,0.7817658252255327,1.279155429583416,0.7659736047164083,1.305528015381466,observed
SGP,Singapore,1954,266479,345742,261238.99999999997,332775,527711,678514,0.770745237778459,1.2974455773250426,0.7850319284802043,1.2738335394026161,0.77774519022452,1.2857681571920994,observed
SGP,Singapore,1955,283337,358008,276674,349607,560001,707617,0.7914264485709817,1.2635412953479426,0.7913857560060295,1.2636062658580136,0.7913899750853922,1.2635995292865547,observed
SGP,Singapore,1956,301522,370794,293587,366690,595108,737478,0.8131792855332072,1.2297411134179264,0.8006408683083803,1.248999444798305,0.8069501734289023,1.2392338869583337,observed
SGP,Singapore,1957,321028,383921,311956,383811,632980,767724,0.8361824437840077,1.1959112600770025,0.8127854595100193,1.2303369705984175,0.8244890090709682,1.2128724446270025,observed
SGP,Singapore,1958,341182,397051,331148,400328,672317,797378,0.859290116383034,1.1637513116166738,0.8271917028037011,1.2089096114124196,0.8431597059362059,1.1860149304569125,observed
SGP,Singapore,1959,361311,410101,350555,416072,711856,826170,0.8810293074145149,1.135036021599121,0.8425344651887173,1.1868950663947169,0.8616338041807377,1.1605858488233576,observed
SGP,Singapore,1960,381718,424370,369402,425615,751106,849985,0.899493366637604,1.1117369366914842,0.8679252375973591,1.1521729714511562,0.8836697118184438,1.131644534859261,observed
SGP,Singapore,1961,400238,438687,386341,432300,786567,870990,0.9123543665529181,1.0960653411220325,0.8936872542216053,1.1189596755198128,0.9030723659284263,1.1073309711696524,observed
SGP,Singapore,1962,415064,452917,400438,442648,815495,895565,0.9164239805527283,1.0911979839253705,0.9046420632195333,1.1054095765137175,0.9105927542947747,1.0981857644743378,observed
SGP,Singapore,1963,427501,468942,412022,454070.99999999994,839511,923007,0.9116287302054411,1.096937784940854,0.9073955394640927,1.1020552300605306,0.90953914759043,1.0994578987053176,observed
SGP,Singapore,1964,437861,486351,421379,466750,859237,953098,0.9002983441999708,1.1107429069955992,0.9027937868237815,1.1076726652253672,0.9015200955200829,1.109237614301991,observed
SGP,Singapore,1965,445915,504702,428626,481431,874532,986120,0.8835213650827618,1.1318345424576433,0.8903165770380387,1.1231959797119166,0.8868413580497303,1.1275973892321836,observed
SGP,Singapore,1966,451411,524602,433280,497568,884683,1022168,0.8604828041067324,1.1621382731036682,0.8707955495530258,1.1483751846381094,0.8654966698233558,1.1554059476671306,observed
SGP,Singapore,1967,454532,545736,435445,514587.99999999994,889972,1060314,0.8328789011536714,1.2006547393802858,0.846201232830925,1.1817520008267404,0.8393475894876422,1.1914015272390592,observed
SGP,Singapore,1968,455070.99999999994,567486,435354,532784,890415.9999999999,1100264,0.8019070073975393,1.2470273869352255,0.8171303943061353,1.2237948887571952,0.809274864941505,1.2356741118757975,observed
SGP,Singapore,1969,452539,590969,432075,551847,884597,1142815,0.7657575947300111,1.305896287391805,0.7829615817427656,1.2772018746745357,0.7740509181276058,1.2919046752362942,observed
SGP,Singapore,1970,448201,613915,427665,572058,875860,1185973,0.730070123714195,1.3697314374577476,0.747590279307343,1.3376310897548314,0.7385159695878406,1.3540668600004566,observed
SGP,Singapore,1971,443325,635557,423655.00000000006,593379,866973,1228934,0.6975377503512666,1.433614165679806,0.7139703292499398,1.4006184277301106,0.7054675027300082,1.417499737592751,observed
SGP,Singapore,1972,438499,657878,419751,615448,858246,1273328,0.6665354366615086,1.5002953256449845,0.6820251264119795,1.4662216409252151,0.6740180063581418,1.4836398887964524,observed
SGP,Singapore,1973,433734,680631,416108,637897,849840,1318530,0.6372527845484558,1.5692359833446305,0.6523122071431594,1.533008257471618,0.6445359605014676,1.5515038124823495,observed
SGP,Singapore,1974,427585,703308,411303,660138,838882,1363450,0.6079626564748304,1.6448378684939837,0.6230560882724521,1.60499194024843,0.6152642194433239,1.6253179827436994,observed
SGP,Singapore,1975,419483,725962,404732,682260,824214,1408220,0.5778305200547688,1.730611252422625,0.5932225251370445,1.685708073490606,0.5852878101433014,1.7085611261153049,observed
SGP,Singapore,1976,411819,747924,398400,703810,810210,1451735,0.5506161053796911,1.8161473851376453,0.5660618632869666,1.7665913654618473,0.5580977244469549,1.7918008911269916,observed
SGP,Singapore,1977,405078,769122,392679,725298,797747,1494422,0.5266758719682963,1.8987009909202672,0.5414036713185476,1.8470506444194879,0.5338164186555069,1.873303190109145,observed
SGP,Singapore,1978,398270,790494,386895,747597,785160,1538096,0.5038241909489509,1.9848193436613355,0.517518128082376,1.9322994610940953,0.5104752889286495,1.958958683580417,observed
SGP,Singapore,1979,392345,812570,382007,771325,774344,1583892,0.48284455493065215,2.0710599090086532,0.49526075260104363,2.0191383927519655,0.4888868685491183,2.045462998357319,observed
SGP,Singapore,1980,388179,837062,378575,796926,766750,1633984,0.4637398424489464,2.1563814631909506,0.47504410698107474,2.105067688040679,0.4692518408992989,2.131051842191066,observed
SGP,Singapore,1981,386854,863216,377542,824120,764396.9999999999,1687333,0.4481543437563715,2.231374110129403,0.45811532301121194,2.182856476895286,0.4530208322838467,2.2074040060335145,observed
SGP,Singapore,1982,388090,888556,378866,851726,766939,1740283,0.43676481842449993,2.2895616996057617,0.44482145666564127,2.2480929933010616,0.4406978635084064,2.269128313985858,observed
SGP,Singapore,1983,391163,912952,382010,878655,773168,1791607,0.4284595466136226,2.3339426274979993,0.43476677421741183,2.300083767440643,0.4315499995255656,2.3172285971483557,observed
SGP,Singapore,1984,395374,937106,386479,905416,781851,1842524,0.42190958119999233,2.370176086439675,0.4268524081748058,2.342730135401924,0.42433694215109274,2.356617821042628,observed
SGP,Singapore,1985,399077,962215,390806,933905,789865,1896122,0.4147482631220673,2.4111011158247657,0.41846440483775116,2.3896895134670397,0.4165686596115651,2.400564653453438,observed
SGP,Singapore,1986,401556,988723,394034.99999999994,965429,795585,1954152,0.40613599562263647,2.4622294275269203,0.40814498010728906,2.4501097618231884,0.4071254436707073,2.456245404325119,observed
SGP,Singapore,1987,403687,1015882,396725,998466,800404,2014345,0.3973758763320937,2.51650907757743,0.39733451114008894,2.516771063078959,0.39735199283141664,2.516660336530052,observed
SGP,Singapore,1988,405782,1043371.0000000001,399379,1031988,805155,2075353.9999999998,0.3889143938253986,2.571259937601964,0.3869996550347485,2.583981631482877,0.38796031905882084,2.577583198266172,observed
SGP,Singapore,1989,407656,1070681,402015,1065355,809656.9999999999,2136040,0.3807445915263276,2.6264325804109347,0.3773530888764778,2.6500379339079387,0.37904580438568564,2.6382035849748724,observed
SGP,Singapore,1990,413057,1102019,408096,1099044,821158,2201060,0.37481840149761486,2.667958659458622,0.3713190736676602,2.693101623147495,0.373073882583846,2.680434216070476,observed
SGP,Singapore,1991,424943,1141430,420301,1133958,845244,2275383,0.37229002216517876,2.6860778975062543,0.37064953022951463,2.697966457372217,0.3714732860358015,2.691983616565157,observed
SGP,Singapore,1992,438495,1185495,434274,1169978,872764,2355470,0.3698834664001114,2.703554202442445,0.3711813384525179,2.694100959302192,0.3705264766691998,2.6988624645379504,observed
SGP,Singapore,1993,449794,1230956.9999999998,446550,1206846,896335,2437799,0.3654018783759303,2.736712806306887,0.37001406973217793,2.7025999328182735,0.36768207715238216,2.71974094507076,observed
SGP,Singapore,1994,459462,1277350,457683,1244124,917141.9999999999,2521474,0.3596993776177242,2.7800993335683906,0.36787571013821774,2.7183093975524546,0.3637324834600713,2.74927328592519,observed
SGP,Singapore,1995,470521,1323098,469940,1280328,940455,2603423,0.3556206720892935,2.8119850123586407,0.3670465693166126,2.7244499297782694,0.36123787797833856,2.768258981025142,observed
SGP,Singapore,1996,484487,1367974,484382,1315067,968863,2683042,0.3541638949278276,2.8235515091220194,0.36833256404426545,2.7149377970279653,0.3611061623336496,2.769268720138967,observed
SGP,Singapore,1997,497231,1414773,497887,1350764,995113,2765536,0.35145638204856894,2.845303289617904,0.3685965868204957,2.7129931088781185,0.35982644955625237,2.77911754745441,observed
SGP,Singapore,1998,505222,1464781,507668,1388643,1012882,2853414,0.3449129938195539,2.899281899838091,0.3655856832893695,2.7353368737048624,0.3549719739231671,2.81712381106585,observed
SGP,Singapore,1999,508060,1517138,513126,1428157,1021181,2945304,0.33488054481530355,2.9861394323505097,0.35929243073415595,2.7832481690656876,0.34671497407398355,2.8842134743987597,observed
SGP,Singapore,2000,511120,1560145,518495,1463850,1029606,3023996,0.3276105746581247,3.052404523399593,0.3541995423028316,2.8232673410543976,0.34047862497172615,2.937041936430052,observed
SGP,Singapore,2001,519705.00000000006,1582624,528226,1490785,1047930.0000000001,3073411,0.3283818519117618,3.045235277705621,0.35432741810522644,2.8222484315425596,0.34096643761605594,2.932839979769641,observed
SGP,Singapore,2002,528268,1596123,537803,1514611,1066062,3110737,0.33096948042224816,3.0214266243649055,0.35507665004413674,2.8162933267386014,0.342703995869789,2.9179700617787714,observed
SGP,Singapore,2003,530512,1612815,542087,1541014,1072594,3153823,0.32893543276817244,3.040110308532135,0.3517729235425506,2.8427429545441965,0.34009327727015753,2.940369795094882,observed
SGP,Singapore,2004,525599,1633581.0000000002,540409,1570822.9999999998,1066007,3204400,0.3217465188441834,3.1080367352297094,0.34402921271206244,2.906729902721827,0.3326697665709649,3.0059840132381868,observed
SGP,Singapore,2005,522054,1673941,539346,1609306,1061394,3283251,0.3118712069302323,3.2064518229914913,0.3351419804561718,2.9838100217671033,0.32327531461956455,3.09333857172737,observed
SGP,Singapore,2006,528360,1750225,545898,1662104,1074253,3412328,0.3018811867045666,3.3125615110909226,0.32843793168177204,3.0447153131171025,0.3148152815321387,3.1764658790806264,observed
SGP,Singapore,2007,536631,1847786,554710,1724137,1091338,3571924,0.2904183709585417,3.4433083440949184,0.32173197373526585,3.1081772457680588,0.30553225656536925,3.2729768412719067,observed
SGP,Singapore,2008,539148,1950301,559965,1788995,1099107,3739297,0.2764434823137557,3.6173759338808638,0.3130053465772683,3.1948336056717825,0.29393412719021783,3.4021228142482944,observed
SGP,Singapore,2009,537314.9999999999,2055643,562464,1855285,1099781,3910926,0.2613853670116844,3.825768869285243,0.30316851588839444,3.298495548159527,0.28120731509622016,3.556095258965194,observed
SGP,Singapore,2010,539942,2143641,567775,1912231,1107708,4055877,0.2518807953383985,3.9701319771382853,0.29691757951837405,3.3679380036105853,0.27311183253338306,3.6615037536968225,observed
SGP,Singapore,2011,553650,2196676,580381,1950642,1134028,4147323.0000000005,0.2520399002857044,3.967625756344261,0.2975333249258449,3.3609680537440063,0.273436141819675,3.657161022479163,observed
SGP,Singapore,2012,570260,2234517,595683,1980555,1165935,4215068,0.25520503983634946,3.918417914635429,0.3007656944644304,3.324847276151913,0.27661119583361404,3.615182664556772,observed
SGP,Singapore,2013,581491,2276342,608560.0000000001,2011669,1190050,4288013,0.2554497522779969,3.9146641994459075,0.3025149763703671,3.305621467069804,0.27752947577351095,3.60322087307256,observed
SGP,Singapore,2014,586871,2321601,618270,2043772,1205133,4365372,0.2527871929758817,3.9558966110099156,0.3025141747709627,3.305630226276546,0.2760665070468221,3.622315545255171,observed
SGP,Singapore,2015,593511,2358271,628925,2069317,1222435,4427585,0.2516720936652318,3.9734242499296566,0.30392878423170544,3.290244464761299,0.276095207658351,3.6219389988015727,observed
SGP,Singapore,2016,610986,2373953,646121,2080873,1257103,4454833,0.25737072300925923,3.885445820362496,0.31050477371756946,3.2205624023983126,0.2821885803575578,3.5437295114242824,observed
SGP,Singapore,2017,638005,2374748,668749,2082989,1306752,4457737,0.2686621906829693,3.7221463781631807,0.32105258357101263,3.1147545641189742,0.2931424621955041,3.411310638897052,observed
SGP,Singapore,2018,670193,2369003,694498,2080838.0000000002,1364694,4449849,0.2829008658916852,3.5348071376454246,0.333758802943814,2.9961756549334915,0.3066832155428195,3.260693606039156,observed
SGP,Singapore,2019,707507,2359069,724092,2075739.9999999998,1431598,4434810,0.299909413416903,3.3343401549383964,0.3488355959802288,2.8666799246504584,0.32280931990322015,3.0978039924615715,observed
SGP,Singapore,2020,742961,2347057,752595,2067257.9999999998,1495554,4414320,0.31655004543988496,3.159058147062901,0.36405470434749804,2.7468399338289515,0.3387960093513837,2.9516286272511723,observed
SGP,Singapore,2021,773901,2333601,777857,2055702.0000000002,1551755,4389308,0.3316338140067646,3.0153740594727236,0.3783899611908729,2.642776242934113,0.3535306704382559,2.8286088976674795,observed
SGP,Singapore,2022,789367,2326487,790508,2049539.0000000002,1579875,4376026,0.3392956848673558,2.9472818093485036,0.38570039408862183,2.5926859690224515,0.3610296191110382,2.7698558430255558,projected
SGP,Singapore,2023,822790,2311528,819049,2042109,1641839,4353637,0.35595069581679306,2.8093778485397243,0.40107996194130674,2.49326841251256,0.3771189467564705,2.6516832649242708,projected
SGP,Singapore,2024,856486,2295665,848244,2033575,1704730,4329240,0.3730884079340845,2.6803298594489577,0.4171196046371538,2.3973939102428075,0.39377119309624786,2.5395458518357743,projected
SGP,Singapore,2025,890303,2279071,877802,2024273,1768105,4303344,0.39064294179514375,2.5598824220518184,0.4336381505854201,2.3060701616081984,0.41086768801192747,2.433873553889616,projected
SGP,Singapore,2026,925925.9999999999,2259923,908868,2012915,1834794,4272838,0.40971572925272226,2.4407166447426687,0.45151832044572177,2.214749556591276,0.4294087442584999,2.328783503761185,projected
SGP,Singapore,2027,961830,2239809,940570,2000466,1902400,4240275,0.42942500900746444,2.3286952995851657,0.470175449120355,2.1268656240364883,0.44865014651172397,2.228908221194281,projected
SGP,Singapore,2028,997542,2219009,972239,1987414,1969781,4206423,0.449543918028273,2.224476763885631,0.4891980231597443,2.044161980747532,0.46827934328050225,2.1354774972446173,projected
SGP,Singapore,2029,1031791.9999999999,2198738,1002935,1974674,2034727,4173412.0000000005,0.4692655514208605,2.1309895792950515,0.5078990253581097,1.9688952923170495,0.48754520282205543,2.051091866378143,projected
SGP,Singapore,2030,1063709,2179626,1032167.9999999999,1962491,2095877,4142117,0.4880236334123377,2.0490810926672616,0.5259478896973285,1.9013290472093691,0.5059917428696485,1.9763168353868095,projected
SGP,Singapore,2031,1092296,2162767,1059331,1951587,2151627,4114354.0000000005,0.505045619800931,1.9800191523176864,0.5428049069808315,1.8422825349206247,0.5229562162128003,1.9122059725035987,projected
SGP,Singapore,2032,1117007,2148523,1083495.0000000002,1942721,2200502,4091244,0.5198952955123124,1.9234642217998634,0.5577203314320482,1.7930133503154142,0.5378564563736604,1.859232120670647,projected
SGP,Singapore,2033,1138963,2135676,1106004.0000000002,1934446,2244967,4070122,0.533303272593783,1.875105688244482,0.5717419871115555,1.7490406906304135,0.5515724098687952,1.8129985875070769,projected
SGP,Singapore,2034,1158267,2124080,1126698,1926931,2284965,4051011,0.545302907611766,1.8338431467010627,0.5847111287326843,1.7102462239215832,0.5640480857741438,1.7728984907865109,projected
SGP,Singapore,2035,1174987,2113552,1145361,1920222,2320348,4033774,0.5559300173357457,1.798787561053867,0.5964732202839047,1.6765212016124171,0.5752300451140793,1.7384349244165098,projected
SGP,Singapore,2036,1198079,2095232,1169528,1906911,2367607,4002143,0.5718120952715499,1.7488262460154964,0.6133102174144467,1.6304962343783134,0.5915848084388788,1.6903747116814574,projected
SGP,Singapore,2037,1219943,2076713.0000000002,1192784,1893360.9999999998,2412727,3970074,0.5874393813685376,1.7023033043347109,0.629982343567867,1.5873460743940224,0.6077284705524381,1.6454717006938624,projected
SGP,Singapore,2038,1240377,2058136,1215035,1879605,2455412,3937741,0.6026700859418425,1.6592826213320628,0.6464310320519471,1.5469554374976853,0.623558532671397,1.6036986868191572,projected
SGP,Singapore,2039,1259307,2039632,1236305,1865675,2495612,3905307,0.6174187304376476,1.6196463610541354,0.662658287215083,1.5090734082609063,0.6390309391809659,1.5648694588742158,projected
SGP,Singapore,2040,1276534,2021479,1256504,1851691,2533038,3873170,0.6314851650697336,1.5835684752619201,0.6785711006858055,1.4736849226106723,0.6539960807297381,1.5290611510762966,projected
SGP,Singapore,2041,1291823,2004056,1275441,1837944,2567264,3842000,0.6446042425960153,1.5513394636881368,0.6939498700722112,1.441026280321865,0.6682103071317023,1.4965348324130279,projected
SGP,Singapore,2042,1304373,1987926,1292365,1824955,2596738,3812881,0.6561476634442127,1.5240471858893123,0.7081626670246663,1.4121049393940566,0.6810435468612841,1.4683348878477536,projected
SGP,Singapore,2043,1315218,1972303,1308185,1812029,2623403,3784332,0.6668437861728143,1.499601586961249,0.7219448474610506,1.3851473606561764,0.6932274969532272,1.442527892207183,projected
SGP,Singapore,2044,1324519,1957183,1322909,1799216.0000000002,2647428,3756399,0.6767476521102013,1.4776556621686816,0.73526969524504,1.3600451731751768,0.704778166536622,1.4188861793408547,projected
SGP,Singapore,2045,1332804,1942125,1336937,1786169,2669741,3728294,0.6862606680826415,1.4571722473822106,0.748494123456403,1.3360158332068004,0.7160757708485436,1.3965002597630256,projected
SGP,Singapore,2046,1340190,1927046,1350238,1772884,2690428,3699930,0.6954634191399687,1.4378901499041181,0.7616053842214155,1.3130159275624,0.7271564597168054,1.375219853495429,projected
SGP,Singapore,2047,1347218,1911556,1363212,1759103,2710430,3670659,0.7047755859624306,1.4188913746698752,0.7749472316288472,1.2904104423963405,0.7384041939063257,1.354271831406825,projected
SGP,Singapore,2048,1353928,1895681,1375713,1745027,2729641,3640708,0.7142172127061461,1.4001342759733164,0.7883620138828797,1.2684527950233806,0.7497555420539082,1.3337680669362748,projected
SGP,Singapore,2049,1360445,1879322,1387627,1730738,2748072,3610060,0.723902024240657,1.3814024087706596,0.8017545116591881,1.2472645747019913,0.7612261292056088,1.313670093068886,projected
SGP,Singapore,2050,1366729,1862655,1398651,1716588,2765380,3579243,0.7337531641662036,1.3628561331470979,0.8147854930827899,1.2273168932063823,0.7726158855378079,1.2943042185884037,projected
SGP,Singapore,2051,1372538,1845911,1408403,1702995,2780941,3548906,0.7435558919146156,1.3448888118216036,0.827015346492503,1.2091674044999903,0.7836051447967345,1.2761529280916064,projected
SGP,Singapore,2052,1378253,1828844,1417146,1689789,2795399,3518633,0.753619772927598,1.3269290906676787,0.838652636512606,1.1923887870409966,0.7944559719641122,1.2587229944634022,projected
SGP,Singapore,2053,1383974,1811439,1424966,1676900,2808940,3488339,0.764019103044596,1.3088677966493591,0.8497620609457928,1.1768000078598368,0.8052371056826759,1.2418702428674162,projected
SGP,Singapore,2054,1389551,1793777,1431774,1664391,2821325,3458168,0.7746509181464585,1.2909040402259435,0.8602389702900339,1.1624676799550768,0.8158438225094905,1.2257247924290893,projected
SGP,Singapore,2055,1395857,1775142,1438461,1651529,2834318,3426671,0.7863354030269127,1.2717219600575131,0.8709874304356751,1.148122194484244,0.8271345571255602,1.2089931334451531,projected
SGP,Singapore,2056,1402627,1755935,1444794,1638637,2847421,3394572,0.7987920965183791,1.2518902031687684,0.881704733873335,1.1341665316993286,0.8388159096345577,1.1921566919679247,projected
SGP,Singapore,2057,1410375,1735549,1451302,1625109,2861677,3360658,0.8126391130414641,1.2305585393955507,0.8930490200964981,1.119759360904898,0.8515228267797557,1.1743666388624572,projected
SGP,Singapore,2058,1418824,1714313,1457760,1611223,2876584,3325536,0.8276341601562842,1.2082633223007222,0.9047537181383335,1.10527315881901,0.8649986047361988,1.1560712289298696,projected
SGP,Singapore,2059,1427806,1692469,1464046,1597184,2891852,3289653,0.8436231328313842,1.185363417719214,0.9166420399903831,1.0909383994765192,0.8790750878588106,1.1375592526865137,projected
SGP,Singapore,2060,1437298,1670026,1470215,1582951,2907513,3252977,0.8606440857807004,1.161920492479639,0.9287811183037251,1.0766799413691195,0.8938006632078862,1.118817697461714,projected
SGP,Singapore,2061,1447072,1647249,1476084,1568728,2923156,3215977,0.8784779957371351,1.1383324395745338,0.9409432355386019,1.0627633657705118,0.908948042849809,1.1001728953227266,projected
SGP,Singapore,2062,1456860.9999999998,1624638,1481654,1554741,2938515,3179379,0.8967296099192559,1.1151633546371273,0.9529908840121923,1.049327980756641,0.9242418094854372,1.0819679327823748,projected
SGP,Singapore,2063,1465299,1603225,1486100,1541553,2951399,3144778,0.9139696549143134,1.0941282291191081,0.9640278342684293,1.0373144472108202,0.9385079010346676,1.0655211308264319,projected
SGP,Singapore,2064,1471741,1583862,1489240,1529529,2960981,3113391,0.9292103731259415,1.076182562013289,0.9736592114304469,1.0270533963632458,0.9510469452760673,1.051472805803212,projected
SGP,Singapore,2065,1474952,1567679,1490377,1519297,2965329,3086976,0.9408507736596586,1.0628678085795336,0.9809648804677426,1.0194044862474394,0.9605934740017416,1.041023104013079,projected
SGP,Singapore,2066,1473948,1555711,1488934,1511478,2962882,3067189,0.947443323342189,1.0554721062072745,0.9850847977939473,1.0151410337865883,0.9659926401666151,1.0352045744649971,projected
SGP,Singapore,2067,1469191,1547556,1485415,1505673,2954606,3053229.0000000005,0.949362090935643,1.0533388783350837,0.9865455513913047,1.0136379395657107,0.9676987870873752,1.0333794082865873,projected
SGP,Singapore,2068,1461323,1542593,1480040,1501631,2941363,3044224,0.9473159803007015,1.0556139881463578,0.9856216340765473,1.0145881192400206,0.9662110935331959,1.034970522169484,projected
SGP,Singapore,2069,1451743,1539410,1473713,1498443,2925456,3037853,0.9430515587140527,1.0603874101683288,0.9834962023914157,1.016780743604759,0.9630011722094519,1.0384203351545878,projected
SGP,Singapore,2070,1441341,1537156,1466898,1495700,2908239,3032856,0.9376673545170431,1.0664762884008712,0.9807434645985157,1.0196346303560302,0.9589110066551132,1.0428496419998494,projected
SGP,Singapore,2071,1431216.0000000002,1534609,1460277,1492673,2891493,3027282,0.932625834984677,1.0722413667818134,0.9782966530512711,1.022184832055836,0.9551449121687374,1.0469615523883338,projected
SGP,Singapore,2072,1421790,1531484,1454068,1489251,2875858,3020735,0.9283740476557378,1.0771520407373802,0.9763753725866224,1.0241962549206778,0.9520391560332171,1.0503769657611746,projected
SGP,Singapore,2073,1412777,1527999,1448035,1485667,2860812,3013666,0.924592882586965,1.081557103491917,0.974669963053632,1.0259883221054737,0.9492797144739994,1.0534302848282238,projected
SGP,Singapore,2074,1403798,1524498,1441806,1482193,2845604,3006691,0.9208263966236755,1.0859810314589422,0.9727518615996703,1.0280113968176023,0.9464238260599444,1.0566090713957388,projected
SGP,Singapore,2075,1394633,1521306,1435292,1479089,2829925,3000395,0.9167340429867495,1.0908289134130629,0.9703892057881575,1.0305143482998582,0.9431841474205896,1.0602383455391926,projected
SGP,Singapore,2076,1384987,1518770,1428312,1476646,2813299,2995416,0.911913587969212,1.0965951304958097,0.967267713453326,1.0338399453340728,0.9392014331231454,1.0647343208098394,projected
SGP,Singapore,2077,1374799,1516983,1420752,1474933,2795551,2991916,0.9062718567050521,1.1034216638214023,0.9632654500238316,1.0381354381341712,0.9343681440254338,1.070241966610518,projected
SGP,Singapore,2078,1364627,1515363,1413147,1473417,2777774,2988780,0.9005281242844123,1.110459488197141,0.9590950830620252,1.0426494908173034,0.9294006250041822,1.0759622633086783,projected
SGP,Singapore,2079,1354657,1513639,1405665,1471853,2760322,2985492,0.8949670297871554,1.117359597300276,0.9550308352804253,1.0470866102520873,0.9245785954207882,1.0815738163880881,projected
SGP,Singapore,2080,1345344,1511414,1398808,1469867,2744152,2981281,0.8901227592175275,1.1234405475476903,0.9516561702521384,1.0507996808711417,0.9204607012891438,1.086412487354928,projected
SGP,Singapore,2081,1337390,1508069,1393219,1466884,2730609,2974953,0.8868228177888413,1.1276209632194047,0.9497813051338756,1.0528739559250915,0.9178662654502441,1.0894833350362503,projected
SGP,Singapore,2082,1331243,1503054,1389305,1462375,2720548,2965429,0.8856920642904379,1.1290605847317132,0.9500333361825798,1.0525946426450634,0.9174213916435024,1.0900116447127566,projected
SGP,Singapore,2083,1326334,1497119,1386573,1457047,2712907,2954166,0.8859242318078925,1.1287647002941943,0.9516323083606775,1.0508260293543867,0.9183326190877561,1.0889300665301096,projected
SGP,Singapore,2084,1322662,1490244,1384986,1450865,2707648,2941109,0.8875472741376581,1.1267005478345942,0.9545932943450977,1.0475665457990189,0.9206214390558121,1.0862228029640484,projected
SGP,Singapore,2085,1320824,1481836,1385065,1443277,2705889,2925113,0.8913429016436367,1.1219026910474068,0.9596667860708651,1.042028352459993,0.9250545192613072,1.08101736619647,projected
SGP,Singapore,2086,1312483,1480111,1379467,1441570,2691950,2921681,0.886746331862948,1.127718225683685,0.9569198859576713,1.0450195619032567,0.9213702659530592,1.0853399951707872,projected
SGP,Singapore,2087,1304899,1477896,1374611,1439386,2679510,2917282,0.8829437254042234,1.132575011552618,0.954998172832027,1.047122422270737,0.9184953665775197,1.088737119846539,projected
SGP,Singapore,2088,1297875,1475465,1370205,1436995.0000000002,2668080,2912460,0.8796379446479585,1.1368313589521333,0.9535210630517155,1.048744530927854,0.9160915514719515,1.0915939552037421,projected
SGP,Singapore,2089,1291402,1472823,1366273,1434414,2657675,2907237,0.876820907875556,1.1404837533161634,0.9524955835623466,1.0498736343322308,0.9141583572305939,1.0939023770777088,projected
SGP,Singapore,2090,1285575,1470023,1362801,1431671,2648376,2901694,0.8745271332489356,1.143475098691247,0.9518953726100479,1.0505356247904134,0.9126999607815298,1.0956503155141113,projected
SGP,Singapore,2091,1280080,1467246,1359549,1428955,2639629,2896201,0.8724372054856513,1.146214299106306,0.951428841356096,1.0510507528599558,0.9114108447583575,1.0972000231850765,projected
SGP,Singapore,2092,1275128,1464376,1356668,1426146,2631796,2890522,0.8707654318289838,1.1484149042292224,0.9512826877472572,1.0512122346808506,0.9104915997871664,1.0983077715750005,projected
SGP,Singapore,2093,1270643,1461531,1354050,1423361,2624692.9999999995,2884892,0.8693917542631665,1.1502294507583954,0.951304693609,1.0511879177282968,0.9098063289717604,1.0991350226483632,projected
